Data;Godzina;CRO;CROs;CROz
20230101;1;377,62;377,62;377,62
20230101;2;318,84;318,84;318,84
20230101;3;426,05;426,05;426,05
20230101;4;377,62;377,62;377,62
20230101;5;317,43;317,43;317,43
20230101;6;250,00;250,00;250,00
20230101;7;250,00;250,00;250,00
20230101;8;250,00;250,00;250,00
20230101;9;250,00;250,00;250,00
20230101;10;70,00;70,00;70,00
20230101;11;65,99;65,99;65,99
20230101;12;24,88;24,88;24,88
20230101;13;24,88;24,88;24,88
20230101;14;65,99;65,99;65,99
20230101;15;302,56;302,56;302,56
20230101;16;377,62;377,62;377,62
20230101;17;377,63;377,63;377,63
20230101;18;377,62;377,62;377,62
20230101;19;381,54;381,54;381,54
20230101;20;397,49;397,49;397,49
20230101;21;399,10;399,10;399,10
20230101;22;402,36;402,36;402,36
20230101;23;444,95;444,95;444,95
20230101;24;399,10;399,10;399,10
20230102;1;397,33;397,33;397,33
20230102;2;394,10;394,10;394,10
20230102;3;394,10;394,10;394,10
20230102;4;390,10;390,10;390,10
20230102;5;416,86;416,86;416,86
20230102;6;417,46;417,46;417,46
20230102;7;486,49;486,49;486,49
20230102;8;482,84;482,84;482,84
20230102;9;495,08;495,08;495,08
20230102;10;495,06;495,06;495,06
20230102;11;483,85;483,85;483,85
20230102;12;483,35;483,35;483,35
20230102;13;495,06;495,06;495,06
20230102;14;488,36;488,36;488,36
20230102;15;484,35;484,35;484,35
20230102;16;499,34;499,34;499,34
20230102;17;513,75;513,75;513,75
20230102;18;500,33;500,33;500,33
20230102;19;498,50;498,50;498,50
20230102;20;492,24;492,24;492,24
20230102;21;483,60;483,60;483,60
20230102;22;481,68;481,68;481,68
20230102;23;468,55;468,55;468,55
20230102;24;461,70;461,70;461,70
20230103;1;467,18;467,18;467,18
20230103;2;466,17;466,17;466,17
20230103;3;467,19;467,19;467,19
20230103;4;466,16;466,16;466,16
20230103;5;467,18;467,18;467,18
20230103;6;467,20;467,20;467,20
20230103;7;479,52;479,52;479,52
20230103;8;499,77;499,77;499,77
20230103;9;499,77;499,77;499,77
20230103;10;482,69;482,69;482,69
20230103;11;479,52;479,52;479,52
20230103;12;473,14;473,14;473,14
20230103;13;479,52;479,52;479,52
20230103;14;479,53;479,53;479,53
20230103;15;511,67;511,67;511,67
20230103;16;719,87;719,87;719,87
20230103;17;754,67;754,67;754,67
20230103;18;746,45;746,45;746,45
20230103;19;732,60;732,60;732,60
20230103;20;594,30;594,30;594,30
20230103;21;594,30;594,30;594,30
20230103;22;543,30;543,30;543,30
20230103;23;509,66;509,66;509,66
20230103;24;479,52;479,52;479,52
20230104;1;485,47;485,47;485,47
20230104;2;481,57;481,57;481,57
20230104;3;480,37;480,37;480,37
20230104;4;480,37;480,37;480,37
20230104;5;479,25;479,25;479,25
20230104;6;479,25;479,25;479,25
20230104;7;495,53;495,53;495,53
20230104;8;556,50;556,50;556,50
20230104;9;509,15;509,15;509,15
20230104;10;485,47;485,47;485,47
20230104;11;478,24;478,24;478,24
20230104;12;478,23;478,23;478,23
20230104;13;495,53;495,53;495,53
20230104;14;499,78;499,78;499,78
20230104;15;503,91;503,91;503,91
20230104;16;503,91;503,91;503,91
20230104;17;525,30;525,30;525,30
20230104;18;503,91;503,91;503,91
20230104;19;495,55;495,55;495,55
20230104;20;485,47;485,47;485,47
20230104;21;485,47;485,47;485,47
20230104;22;476,43;476,43;476,43
20230104;23;472,31;472,31;472,31
20230104;24;442,06;442,06;442,06
20230105;1;458,57;458,57;458,57
20230105;2;432,92;432,92;432,92
20230105;3;383,73;383,73;383,73
20230105;4;446,07;446,07;446,07
20230105;5;432,91;432,91;432,91
20230105;6;447,26;447,26;447,26
20230105;7;475,01;475,01;475,01
20230105;8;478,20;478,20;478,20
20230105;9;489,79;489,79;489,79
20230105;10;489,78;489,78;489,78
20230105;11;478,18;478,18;478,18
20230105;12;478,18;478,18;478,18
20230105;13;478,20;478,20;478,20
20230105;14;489,78;489,78;489,78
20230105;15;489,77;489,77;489,77
20230105;16;499,34;499,34;499,34
20230105;17;522,61;522,61;522,61
20230105;18;510,24;510,24;510,24
20230105;19;522,61;522,61;522,61
20230105;20;523,96;523,96;523,96
20230105;21;510,24;510,24;510,24
20230105;22;499,94;499,94;499,94
20230105;23;499,94;499,94;499,94
20230105;24;496,47;496,47;496,47
20230106;1;657,02;657,02;657,02
20230106;2;526,49;526,49;526,49
20230106;3;497,64;497,64;497,64
20230106;4;454,68;454,68;454,68
20230106;5;478,96;478,96;478,96
20230106;6;498,00;498,00;498,00
20230106;7;521,35;521,35;521,35
20230106;8;521,35;521,35;521,35
20230106;9;659,67;659,67;659,67
20230106;10;669,70;669,70;669,70
20230106;11;671,42;671,42;671,42
20230106;12;659,67;659,67;659,67
20230106;13;662,50;662,50;662,50
20230106;14;650,73;650,73;650,73
20230106;15;670,26;670,26;670,26
20230106;16;662,50;662,50;662,50
20230106;17;672,02;672,02;672,02
20230106;18;660,89;660,89;660,89
20230106;19;661,88;661,88;661,88
20230106;20;526,49;526,49;526,49
20230106;21;660,89;660,89;660,89
20230106;22;521,35;521,35;521,35
20230106;23;494,99;494,99;494,99
20230106;24;480,23;480,23;480,23
20230107;1;475,51;475,51;475,51
20230107;2;388,45;388,45;388,45
20230107;3;420,83;420,83;420,83
20230107;4;420,83;420,83;420,83
20230107;5;420,83;420,83;420,83
20230107;6;451,56;451,56;451,56
20230107;7;556,58;556,58;556,58
20230107;8;518,89;518,89;518,89
20230107;9;678,30;678,30;678,30
20230107;10;655,89;655,89;655,89
20230107;11;678,29;678,29;678,29
20230107;12;534,16;534,16;534,16
20230107;13;557,86;557,86;557,86
20230107;14;554,36;554,36;554,36
20230107;15;678,29;678,29;678,29
20230107;16;685,27;685,27;685,27
20230107;17;767,02;767,02;767,02
20230107;18;766,00;766,00;766,00
20230107;19;777,68;777,68;777,68
20230107;20;711,31;711,31;711,31
20230107;21;711,31;711,31;711,31
20230107;22;678,29;678,29;678,29
20230107;23;667,46;667,46;667,46
20230107;24;464,34;464,34;464,34
20230108;1;435,34;435,34;435,34
20230108;2;407,91;407,91;407,91
