Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20191001;1;17100;16580,300
20191001;2;16500;16156,688
20191001;3;16200;15837,975
20191001;4;16400;15865,288
20191001;5;16800;16123,600
20191001;6;18100;16901,000
20191001;7;20800;19239,288
20191001;8;22000;20903,838
20191001;9;22500;21810,425
20191001;10;22500;21945,438
20191001;11;22400;21765,538
20191001;12;22500;21987,900
20191001;13;22500;21944,425
20191001;14;22500;21934,338
20191001;15;22100;21611,438
20191001;16;21900;21679,013
20191001;17;21800;21463,363
20191001;18;21800;21394,688
20191001;19;23400;22191,113
20191001;20;23600;23240,038
20191001;21;22900;22622,188
20191001;22;21400;20979,300
20191001;23;19700;19216,125
20191001;24;18400;17965,675
20191002;1;17000;17130,363
20191002;2;16400;16495,825
20191002;3;16100;16097,650
20191002;4;16200;16151,813
20191002;5;16700;16344,825
20191002;6;18000;17061,875
20191002;7;21000;19515,613
20191002;8;22200;21486,600
20191002;9;22700;22423,588
20191002;10;22700;22568,263
20191002;11;22600;22301,738
20191002;12;22700;22725,350
20191002;13;22700;22812,625
20191002;14;22700;22693,338
20191002;15;22300;22329,013
20191002;16;22100;22224,975
20191002;17;22000;21936,800
20191002;18;22000;21867,750
20191002;19;23600;22649,225
20191002;20;24000;23471,175
20191002;21;23100;22836,638
20191002;22;21600;21208,250
20191002;23;19900;19405,500
20191002;24;18600;18027,375
20191003;1;17100;17065,700
20191003;2;16500;16492,688
20191003;3;16200;16215,388
20191003;4;16400;16188,738
20191003;5;16800;16289,875
20191003;6;18100;17071,800
20191003;7;20800;19671,488
20191003;8;22000;21444,150
20191003;9;22500;22494,875
20191003;10;22500;22646,413
20191003;11;22400;22367,763
20191003;12;22500;22524,625
20191003;13;22500;22506,088
20191003;14;22500;22412,638
20191003;15;22100;22121,925
20191003;16;21900;21906,663
20191003;17;21800;21570,200
20191003;18;21800;21581,263
20191003;19;23500;22567,725
20191003;20;23800;23563,650
20191003;21;23100;22924,850
20191003;22;21600;21291,325
